Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,Course Name,Description,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2023 - 2024,2024 Spring,GRAD,GRAD,Soumaya,Gharsallaoui,,CSE,5334,3,DATA MINING,"Preparing data for mining, using preprocessing, data warehouses and OLAP; data mining primitives, languages and system architecture; data mining techniques including association rule mining, classification/prediction and cluster analysis.",38,20,1,0,0,0,0,0,0,0,0,59
2023 - 2024,2024 Spring,GRAD,GRAD,Soumaya,Gharsallaoui,,CSE,5334,103,DATA MINING,"Preparing data for mining, using preprocessing, data warehouses and OLAP; data mining primitives, languages and system architecture; data mining techniques including association rule mining, classification/prediction and cluster analysis.",19,19,0,0,0,0,0,0,0,0,0,38
2023 - 2024,2024 Spring,UGRD,UGRD,Shawn,Gieser,,CSE,4316,1,COMPUTER SYSTEM DESIGN PROJECT I,"Analysis and design of an industry-type project that involves hardware and software components to meet desired needs within realistic constraints and standards. The project is to be completed inCSE 4317the following semester. Multidisciplinary teams ofCSE 4316students are required to develop, review, and present problem definition, project planning, requirements formulation, and design specification. Prerequisites: Admitted into a CSE Professional Program. For academic plan CS__CS or SE__SE, C or better inCSE 3310andCSE 3320, and C or better inCSE 3314(or concurrently). For academic plan CSE_CP, C or better inCSE 3320andCSE 3442, and C or better inCSE 3314(or concurrently).",6,4,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Spring,UGRD,UGRD,Shawn,Gieser,,CSE,4317,5,COMPUTER SYSTEM DESIGN PROJECT II,"Implementation, integration, quality assurance through peer review and testing, and deployment of the project designed inCSE 4316; oral presentation, documentation and project demonstration. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 4316and continuation with the same team.",29,0,0,0,1,0,0,0,0,0,0,30
2023 - 2024,2024 Spring,UGRD,UGRD,Shawn,Gieser,,CSE,4317,6,COMPUTER SYSTEM DESIGN PROJECT II,"Implementation, integration, quality assurance through peer review and testing, and deployment of the project designed inCSE 4316; oral presentation, documentation and project demonstration. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 4316and continuation with the same team.",26,2,1,0,0,1,0,0,0,0,0,30
2023 - 2024,2024 Spring,GRAD,GRAD,Jesus,Gonzalez,,CSE,6363,2,MACHINE LEARNING,"A detailed investigation of current machine learning methods, including statistical, connectionist, and symbolic learning. Presents theoretical results for comparing methods and determining what is learnable. Current issues in machine learning research will also be examined. Prerequisite:CSE 5301or consent of instructor.",34,30,0,0,1,0,0,0,0,0,0,65
2023 - 2024,2024 Spring,GRAD,GRAD,Jesus,Gonzalez,,CSE,6363,4,MACHINE LEARNING,"A detailed investigation of current machine learning methods, including statistical, connectionist, and symbolic learning. Presents theoretical results for comparing methods and determining what is learnable. Current issues in machine learning research will also be examined. Prerequisite:CSE 5301or consent of instructor.",39,26,0,0,0,0,0,0,0,0,0,65
2023 - 2024,2024 Spring,UGRD,UGRD,Vamsikrishna,Gopikrishna,,CSE,4308,1,ARTIFICIAL INTELLIGENCE,"An introduction to the field of artificial intelligence studying basic techniques such as heuristic search, deduction, learning, problem solving, knowledge representation, uncertainty reasoning and symbolic programming languages such as LISP. Application areas may include intelligent agents, data mining, natural language, machine vision, planning and expert systems. Prerequisite: Admitted into an Engineering Professional Program. C or better in each of the following:CSE 3318and (IE 3301orMATH 3313).",46,11,2,0,0,0,0,0,1,0,0,60
2023 - 2024,2024 Spring,UGRD,UGRD,Vamsikrishna,Gopikrishna,,CSE,4308,2,ARTIFICIAL INTELLIGENCE,"An introduction to the field of artificial intelligence studying basic techniques such as heuristic search, deduction, learning, problem solving, knowledge representation, uncertainty reasoning and symbolic programming languages such as LISP. Application areas may include intelligent agents, data mining, natural language, machine vision, planning and expert systems. Prerequisite: Admitted into an Engineering Professional Program. C or better in each of the following:CSE 3318and (IE 3301orMATH 3313).",24,2,0,0,0,1,0,0,1,0,0,28
2023 - 2024,2024 Spring,UGRD,UGRD,Vamsikrishna,Gopikrishna,,CSE,4308,3,ARTIFICIAL INTELLIGENCE,"An introduction to the field of artificial intelligence studying basic techniques such as heuristic search, deduction, learning, problem solving, knowledge representation, uncertainty reasoning and symbolic programming languages such as LISP. Application areas may include intelligent agents, data mining, natural language, machine vision, planning and expert systems. Prerequisite: Admitted into an Engineering Professional Program. C or better in each of the following:CSE 3318and (IE 3301orMATH 3313).",27,9,2,0,0,0,0,0,1,0,0,39
2023 - 2024,2024 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,,CSE,5360,1,ARTIFICIAL INTELLIGENCE I,"Introduction to the methods, concepts and applications of artificial intelligence, including knowledge representation, search, theorem proving, planning, natural language processing, and study of AI programming languages. Prerequisite:CSE 3318andCSE 3315, or consent of instructor.",51,11,1,0,1,0,0,0,0,0,0,64
2023 - 2024,2024 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,,CSE,5360,2,ARTIFICIAL INTELLIGENCE I,"Introduction to the methods, concepts and applications of artificial intelligence, including knowledge representation, search, theorem proving, planning, natural language processing, and study of AI programming languages. Prerequisite:CSE 3318andCSE 3315, or consent of instructor.",34,0,0,0,0,0,0,0,0,0,0,34
2023 - 2024,2024 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,,CSE,5360,3,ARTIFICIAL INTELLIGENCE I,"Introduction to the methods, concepts and applications of artificial intelligence, including knowledge representation, search, theorem proving, planning, natural language processing, and study of AI programming languages. Prerequisite:CSE 3318andCSE 3315, or consent of instructor.",28,2,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Spring,GRAD,GRAD,Vamsikrishna,Gopikrishna,,CSE,5360,4,ARTIFICIAL INTELLIGENCE I,"Introduction to the methods, concepts and applications of artificial intelligence, including knowledge representation, search, theorem proving, planning, natural language processing, and study of AI programming languages. Prerequisite:CSE 3318andCSE 3315, or consent of instructor.",57,11,0,1,0,0,0,0,1,0,0,70
2023 - 2024,2024 Spring,UGRD,UGRD,Dianqi,Han,,CSE,2312,2,COMPUTER ORGANIZATION & ASSEMBLY LANGUAGE PROGRAMMING,"Computer organization from the viewpoint of software, including instruction set architectures, memory addressing, integer and floating-point representation and arithmetic, instruction pipelining, cache, memory virtualization, and I/O. The relationship of higher-level programming languages to assembly language and instruction set architecture is also explored. Prerequisite: a C or better inCSE 1320and a C or better inCSE 1205orCSE 1106.",10,21,14,0,2,0,0,1,3,0,0,51
2023 - 2024,2024 Spring,GRAD,GRAD,Junzhou,Huang,,CSE,6392,1,SPECIAL TOPICS IN ADVANCED COMPUTER SCIENCE,May be repeated for credit when the topics vary.,43,4,0,0,0,0,0,0,0,0,0,47
2023 - 2024,2024 Spring,UGRD,UGRD,Manfred,Huber,,CSE,4379,1,UNMANNED VEHICLE SYSTEM DEVELOPMENT,"Introduction to the technologies needed to create an UVS (Unmanned Vehicle System). Integration of these technologies (embodied as a set of sensors, actuators, computing and mobility platform sub-systems) into a functioning UVS through team work. UVS could be designed to compete in a student competition sponsored by various technical organizations or to support a specific mission or function defined by the instructors. This course is team-taught by engineering faculty. Prerequisite: B or better inCSE 4378and admission to the UVS certificate program.",6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Spring,GRAD,GRAD,Manfred,Huber,,CSE,6369,1,SPECIAL TOPICS ADVANCED INTELLIGENT SYSTEMS,May be repeated for credit when topics vary.,8,1,1,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Spring,UGRD,UGRD,Mohammad,Islam,,CSE,4323,1,QUANTITATIVE COMPUTER ARCHITECTURE,"Pipelined processors, parallel processors including shared and distributed memory, multicore, Very Long Instruction Word (VLIW) and graphics processors, memory and cache design, computer peripherals, and computer clusters. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3320.",12,24,13,1,0,0,0,2,2,0,0,54
2023 - 2024,2024 Spring,UGRD,UGRD,Bhanu,Jain,,CSE,1320,8,INTERMEDIATE PROGRAMMING,"Programming concepts beyond basic control and data structures. Emphasis is given to data structures including linked-lists and trees as well as modular design consistent with software engineering principles. Prerequisite: C or better inCSE 1310and C or better in (or concurrent enrollment in) (MATH 1421,MATH 1426,MATH 2425,MATH 2326,MATH 3330,HONR-SC 1426, orHONR-SC 2425) or a qualifying score on the ALEKS PPL and C or better inUNIV 1131(or concurrent enrollment) orENGR 1101(or concurrent enrollment.).",10,13,8,0,5,0,0,0,3,0,0,39
2023 - 2024,2024 Spring,UGRD,UGRD,Bhanu,Jain,,CSE,3330,1,DATABASE SYSTEMS AND FILE STRUCTURES,"Database system architecture; file structures for databases, including indexing hashing, and B+-trees; the relational model and algebra; the SQL database language; Entity-Relationship data modeling; functional dependencies and basic normalization. Prerequisite: C or better in each of the following:CSE 1325andCSE 3318.",25,2,1,0,2,0,0,0,0,0,0,30
2023 - 2024,2024 Spring,UGRD,UGRD,Bhanu,Jain,,CSE,3330,7,DATABASE SYSTEMS AND FILE STRUCTURES,"Database system architecture; file structures for databases, including indexing hashing, and B+-trees; the relational model and algebra; the SQL database language; Entity-Relationship data modeling; functional dependencies and basic normalization. Prerequisite: C or better in each of the following:CSE 1325andCSE 3318.",9,9,1,0,0,0,0,1,1,0,0,21
2023 - 2024,2024 Spring,GRAD,GRAD,Bhanu,Jain,,CSE,5311,2,DESIGN AND ANALYSIS OF ALGORITHMS,"Techniques for analyzing upper bounds for algorithms and lower bounds for problems. Problem areas include: sorting, data structures, graphs, dynamic programming, combinatorial algorithms, introduction to parallel models.",33,2,0,0,0,0,0,0,0,0,0,35
2023 - 2024,2024 Spring,GRAD,GRAD,Bhanu,Jain,,CSE,5311,11,DESIGN AND ANALYSIS OF ALGORITHMS,"Techniques for analyzing upper bounds for algorithms and lower bounds for problems. Problem areas include: sorting, data structures, graphs, dynamic programming, combinatorial algorithms, introduction to parallel models.",13,1,2,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Spring,GRAD,GRAD,Bhanu,Jain,,CSE,5330,5,DATABASE SYSTEMS,"Database system architecture;  management and analysis of files, indexing, hashing, and B+-trees; the relational model and algebra; the SQL database language; database programming techniques, database design using Entry-Relationship, extended E-R, and UML modeling; basics of normalization. Introduction to database security, query processing and transaction management.",10,8,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Spring,GRAD,GRAD,Bhanu,Jain,,CSE,5330,7,DATABASE SYSTEMS,"Database system architecture;  management and analysis of files, indexing, hashing, and B+-trees; the relational model and algebra; the SQL database language; database programming techniques, database design using Entry-Relationship, extended E-R, and UML modeling; basics of normalization. Introduction to database security, query processing and transaction management.",6,7,2,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Spring,GRAD,GRAD,Bhanu,Jain,,CSE,6363,1,MACHINE LEARNING,"A detailed investigation of current machine learning methods, including statistical, connectionist, and symbolic learning. Presents theoretical results for comparing methods and determining what is learnable. Current issues in machine learning research will also be examined. Prerequisite:CSE 5301or consent of instructor.",12,8,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Spring,UGRD,UGRD,Mahmoud,Jawad,,DATA,3311,1,MATHEMATICS FOR DATA SCIENCE,"This course covers techniques from linear algebra and probability with an emphasis on how they are used in data science. Working with real data sets will be emphasized, along with basics of Matlab or R programming. Prerequisite:MATH 1426.",11,6,3,1,1,0,0,0,2,0,0,24
2023 - 2024,2024 Spring,UGRD,UGRD,Song,Jiang,,CSE,3320,4,OPERATING SYSTEMS,"Functions and components of an operating system, including process synchronization, job scheduling, memory management, file systems protection, and deadlocks. Related system software, such as loaders, linkers, assemblers, and windowing systems. Prerequisite: C or better inCSE 2312.",8,8,28,10,2,0,0,0,3,0,0,59
2023 - 2024,2024 Spring,GRAD,GRAD,Song,Jiang,,CSE,6350,1,ADVANCED TOPICS IN COMPUTER ARCHITECTURE,May be repeated for credit when topics change. Prerequisite:CSE 5350and consent of instructor.,3,4,3,1,0,0,0,0,0,0,0,11
2023 - 2024,2024 Spring,UGRD,UGRD,Thomas,Jones,,CSE,4382,1,SECURE PROGRAMMING,"This course is an introduction to methods of secure software design and development.  Students will learn about the major security problems found in software today. Using this knowledge, they will work in teams to find these bugs in software, fix the bugs, and design software so that it has fewer security problems. Static analysis tools will be a core part of the class, but students will also be exposed to black box testing tools. Topics will include input validation, buffer overflow prevention, error handling, web application issues, and XML. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3320.",24,11,2,1,1,0,0,1,0,0,0,40
2023 - 2024,2024 Spring,GRAD,GRAD,Thomas,Jones,,CSE,5382,1,SECURE PROGRAMMING,"This course is an introduction to methods of secure software design and development for upper-level undergraduate students and graduate students. Students will learn about the major security problems found in software today. Using this knowledge, they will work in teams to find these bugs in software, fix the bugs, and design software so that it has fewer security problems. Static analysis tools will be a core part of the class, but students will also be exposed to black box testing tools. Topics will include input validation, buffer overflow prevention, error handling, web application issues, and XML.",27,4,1,0,0,0,0,0,0,0,0,32
2023 - 2024,2024 Spring,UGRD,UGRD,Farhad,Kamangar,,CSE,4303,1,COMPUTER GRAPHICS,"Theory and practice for the visual representation of data by computers including display devices, output primitives, planes and curved surfaces, two- and three-dimensional transformations, parallel and perspective viewing, removal of hidden lines and surfaces, illumination models, ray tracing, radiosity, color models, and computer animation. Prerequisite: Admitted into an Engineering Professional Program. C or better in each of the following:CSE 3318, and eitherCSE 3380orMATH 3330.",23,16,20,18,8,0,0,0,7,0,0,92
2023 - 2024,2024 Spring,GRAD,GRAD,Farhad,Kamangar,,CSE,5368,1,NEURAL NETWORKS,"Theoretical principles of neurocomputing. Learning algorithms, information capacity, and mapping properties of feedforward and recurrent networks. Different neural network models will be implemented and their practical applications discussed. Prerequisite:CSE 5301or consent of instructor.",12,9,5,0,4,0,0,0,2,0,0,32
2023 - 2024,2024 Spring,UGRD,UGRD,Bahra,Khalili Najafabadi,,CSE,3310,1,FUNDAMENTALS OF SOFTWARE ENGINEERING,"Software engineering principles, processes, and techniques; software development approaches focusing on functional analysis and functional design methods. Configuration management, implementation strategies, and testing. Team project. Prerequisite: C or better in each of the following:CSE 1320,CSE 1325andCSE 2315.",23,18,1,0,1,0,0,0,0,0,0,43
2023 - 2024,2024 Spring,GRAD,GRAD,Bahra,Khalili Najafabadi,,CSE,5325,2,"SOFTWARE ENGINEERING: MANAGEMENT, MAINTENANCE, AND QUALITY ASSURANCE","Issues and principles for software management; managerial and support aspects of software projects, including: processes, estimation techniques, planning and scheduling, risk analysis, metrics, and quality assurance. Other topics include: configuration management, verification and validation, and maintenance; team project.",32,32,1,0,0,0,0,0,0,0,0,65
2023 - 2024,2024 Spring,GRAD,GRAD,Bahra,Khalili Najafabadi,,CSE,6324,1,ADVANCED TOPICS IN SOFTWARE ENGINEERING,May be repeated for credit when topics change.,42,17,0,0,0,0,0,0,0,0,0,59
2023 - 2024,2024 Spring,GRAD,GRAD,Ramakrishna,Koganti,,CSE,5301,1,DATA ANALYSIS & MODELING TECHNIQUES,"Concepts and techniques for performing experiments and analyzing their results. Topics cover fundamental statistics, probability and data-representation concepts, interference through hypothesis testing, information theory, queuing models, and selected topics such as capacity planning and bottleneck analysis, clustering and classification, and hidden Markov models with computer science applications as examples.",25,8,0,2,1,0,0,0,1,0,0,37
2023 - 2024,2024 Spring,GRAD,GRAD,Ramakrishna,Koganti,,CSE,5301,3,DATA ANALYSIS & MODELING TECHNIQUES,"Concepts and techniques for performing experiments and analyzing their results. Topics cover fundamental statistics, probability and data-representation concepts, interference through hypothesis testing, information theory, queuing models, and selected topics such as capacity planning and bottleneck analysis, clustering and classification, and hidden Markov models with computer science applications as examples.",34,6,0,0,0,0,0,0,0,0,0,40
2023 - 2024,2024 Spring,GRAD,GRAD,Ramakrishna,Koganti,,CSE,5301,7,DATA ANALYSIS & MODELING TECHNIQUES,"Concepts and techniques for performing experiments and analyzing their results. Topics cover fundamental statistics, probability and data-representation concepts, interference through hypothesis testing, information theory, queuing models, and selected topics such as capacity planning and bottleneck analysis, clustering and classification, and hidden Markov models with computer science applications as examples.",16,6,1,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Spring,GRAD,GRAD,Ramakrishna,Koganti,,CSE,5325,1,"SOFTWARE ENGINEERING: MANAGEMENT, MAINTENANCE, AND QUALITY ASSURANCE","Issues and principles for software management; managerial and support aspects of software projects, including: processes, estimation techniques, planning and scheduling, risk analysis, metrics, and quality assurance. Other topics include: configuration management, verification and validation, and maintenance; team project.",59,5,0,0,0,0,0,0,0,0,0,64
2023 - 2024,2024 Spring,GRAD,GRAD,Ramakrishna,Koganti,,CSE,5325,4,"SOFTWARE ENGINEERING: MANAGEMENT, MAINTENANCE, AND QUALITY ASSURANCE","Issues and principles for software management; managerial and support aspects of software projects, including: processes, estimation techniques, planning and scheduling, risk analysis, metrics, and quality assurance. Other topics include: configuration management, verification and validation, and maintenance; team project.",33,6,0,0,0,0,0,0,2,0,0,41
2023 - 2024,2024 Spring,UGRD,UGRD,Mary,Koone,,CSE,3315,4,THEORETICAL CONCEPTS IN COMPUTER SCIENCE AND ENGINEERING,"Selected theoretical concepts including regular and context free languages, finite state and pushdown automata, Turing machines, computability, and NP-completeness. Prerequisite: C or better inCSE 2315.",7,14,9,5,8,0,0,0,6,0,0,49
2023 - 2024,2024 Spring,UGRD,UGRD,David,Kung,,CSE,3311,1,OBJECT-ORIENTED SOFTWARE ENGINEERING,"Study of an agile unified methodology and its application to object-oriented software development. Topics include requirements acquisition, use case derivation, modeling and design of interaction behavior and state behavior, introduction to design patterns, derivation of design class diagrams, implementation considerations and deployment. Team project. Prerequisite: C or better in each of the following:CSE 3310andCSE 3318.",27,21,0,0,0,0,0,0,3,0,0,51
2023 - 2024,2024 Spring,UGRD,UGRD,David,Kung,,CSE,4361,1,SOFTWARE DESIGN PATTERNS,"In-depth study of software design patterns including description of patterns, design principles and techniques used by patterns as well as application of patterns to solving practical design problems. Team project. Prerequisites:  Admitted into an Engineering Professional Program. C or better inCSE 3311.",11,19,3,1,2,0,0,0,0,0,0,36
2023 - 2024,2024 Spring,GRAD,GRAD,David,Kung,,CSE,5322,1,SOFTWARE DESIGN PATTERNS,Study and application of object-oriented software design patterns to software development and maintenance in the object-oriented paradigm. Prerequisite:CSE 5324or concurrent enrollment.,4,10,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Spring,GRAD,GRAD,Yu,Lei,,CSE,6324,2,ADVANCED TOPICS IN SOFTWARE ENGINEERING,May be repeated for credit when topics change.,3,7,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Spring,UGRD,UGRD,David,Levine,,CSE,4381,1,INFORMATION SECURITY II,"Deeper study of the fundamentals of security, including symmetric key cryptography, public key cryptography, cryptographic protocols, malware design, network attacks and defenses, data security, privacy, and wireless security. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3320and C or better inCSE 4344(or concurrently).",10,8,2,0,0,0,0,0,2,0,0,22
2023 - 2024,2024 Spring,GRAD,GRAD,David,Levine,,CSE,5191,1,INDIVIDUAL STUDY IN COMPUTER SCIENCE,Topics dealing with special problems in Computer Science on an individual instruction basis. May be repeated for credit.,0,0,0,0,0,0,19,0,1,0,0,20
2023 - 2024,2024 Spring,GRAD,GRAD,David,Levine,,CSE,5192,1,INDIVIDUAL STUDY IN COMPUTER SCIENCE,Topics dealing with special problems in Computer Science on an individual instruction basis. May be repeated for credit.,0,0,0,0,0,0,12,0,0,0,0,12
2023 - 2024,2024 Spring,GRAD,GRAD,David,Levine,,CSE,5305,1,FOUNDATIONS OF GRADUATE LEVEL STUDIES IN COMPUTER SCIENCE,"This course serves as a leveling course for Computer Science and Software Engineering Master's Degree students who need reinforcement of fundamental concepts. Topics include, but are not limited to, computer architecture and organization, analysis of algorithms, data structures, operating systems, discrete structures, automata theory and grammars.",14,8,0,0,1,0,0,0,0,0,0,23
2023 - 2024,2024 Spring,GRAD,GRAD,David,Levine,,CSE,5381,1,INFORMATION SECURITY 2,"Deeper study of the fundamentals of security, including symmetric key cryptography, public key cryptography, cryptographic protocols, malware design, network attacks and defenses, data security, privacy, and wireless security. Prerequisite:CSE 5380andCSE 4344or consent of instructor.",11,3,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Spring,GRAD,GRAD,Chengkai,Li,,CSE,6699,17,DISSERTATION,"Preparation of dissertation in computer science or computer science and engineering. Graded F, R,P,W.",0,0,0,0,0,0,1,0,0,0,6,7
2023 - 2024,2024 Spring,UGRD,UGRD,Ming,Li,,CSE,4344,2,COMPUTER NETWORK ORGANIZATION,"Design and analysis of computer networks. Emphasis on the OSI architecture but discusses other schemes (e.g., ARPAnet). Data link control, local networks, protocols/architectures, network access protocols, transport protocols, internetworking, and ISDN. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3320.",20,22,7,0,1,0,0,0,0,0,0,50
2023 - 2024,2024 Spring,UGRD,UGRD,Yonghe,Liu,,CSE,4344,1,COMPUTER NETWORK ORGANIZATION,"Design and analysis of computer networks. Emphasis on the OSI architecture but discusses other schemes (e.g., ARPAnet). Data link control, local networks, protocols/architectures, network access protocols, transport protocols, internetworking, and ISDN. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3320.",37,18,5,0,0,0,0,0,0,0,0,60
2023 - 2024,2024 Spring,GRAD,GRAD,Yonghe,Liu,,CSE,5344,980,COMPUTER NETWORKS,"Study of computer network  architectures, protocols, and interfaces. The OSI reference model and the Internet architecture will be discussed. Networking techniques such as multiple access, packet/cell switching, and internetworking will be studied. Discussion will also include end-to-end protocols, congestion control, high-speed networking, and network management. Emphasis will be on Internet and ATM. Prerequisite:CSE 3320or consent of instructor.",0,0,0,0,0,0,34,0,0,0,0,34
2023 - 2024,2024 Spring,GRAD,GRAD,Yonghe,Liu,,CSE,5393,980,DIRECTED STUDY IN COMPUTER SCIENCE,DIRECTED STUDY IN COMPUTER SCIENCE.,0,0,0,0,0,0,28,0,0,0,0,28
2023 - 2024,2024 Spring,UGRD,UGRD,Jason,Losh,,CSE,2312,5,COMPUTER ORGANIZATION & ASSEMBLY LANGUAGE PROGRAMMING,"Computer organization from the viewpoint of software, including instruction set architectures, memory addressing, integer and floating-point representation and arithmetic, instruction pipelining, cache, memory virtualization, and I/O. The relationship of higher-level programming languages to assembly language and instruction set architecture is also explored. Prerequisite: a C or better inCSE 1320and a C or better inCSE 1205orCSE 1106.",11,17,10,2,3,0,0,0,2,0,0,45
2023 - 2024,2024 Spring,UGRD,UGRD,Jason,Losh,,CSE,2312,6,COMPUTER ORGANIZATION & ASSEMBLY LANGUAGE PROGRAMMING,"Computer organization from the viewpoint of software, including instruction set architectures, memory addressing, integer and floating-point representation and arithmetic, instruction pipelining, cache, memory virtualization, and I/O. The relationship of higher-level programming languages to assembly language and instruction set architecture is also explored. Prerequisite: a C or better inCSE 1320and a C or better inCSE 1205orCSE 1106.",7,7,3,0,4,0,0,2,1,0,0,24
2023 - 2024,2024 Spring,UGRD,UGRD,Jason,Losh,,CSE,3442,1,EMBEDDED SYSTEMS I,"Design of microcontroller-based systems, including microprocessor programming, component and system architectures, memory interfacing, asynchronous and synchronous serial interfaces, timer-based peripherals, analog to digital (A/D) and digital to analog (D/A) converters, and typical applications. Prerequisite: C or better in each of the following:CSE 2312,CSE 2440andCSE 2441.",12,8,2,5,1,0,0,1,0,0,0,29
2023 - 2024,2024 Spring,UGRD,UGRD,Jason,Losh,,CSE,4342,1,EMBEDDED SYSTEMS II,"Advanced course in design of microcontroller-based systems. Emphasis is on the application of microcontrollers to real-time problems. Topics include the study of the differences in bare metal and embedded Linux implementations, simple Linux character device drivers, bootloader design, watchdog and supervision concepts, and developing applications such as PID controllers. Course includes significant laboratory content and a project with extensive hardware and software requirements. Prerequisite: Admitted into an Engineering Professional Program. C or better in each of the following:CSE 3323,CSE 3442, andCSE 3313.",8,10,4,1,3,0,0,0,0,0,0,26
2023 - 2024,2024 Spring,UGRD,UGRD,Jason,Losh,,CSE,4352,1,IOT AND NETWORKING,"Study of protocol stacks and layers, implementation of an Ethernet protocol stack, and design of a basic low-latency, small footprint IoT protocol on bare metal embedded devices and embedded Linux systems. Course includes multiple projects with hardware construction and extensive software and integration requirements. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3442.",15,2,0,0,2,0,0,1,0,0,0,20
2023 - 2024,2024 Spring,UGRD,UGRD,Jason,Losh,,CSE,4377,1,WIRELESS COMMUNICATION SYSTEMS,"Study of wireless systems including modulation, amplification, linearization techniques, filtering, antennas, propagation, reception, and demodulation. Topics include software defined radio design, link budget, and interference analysis. Course includes significant laboratory content. Prerequisite: Admitted into an Engineering Professional Program.  C or better inCSE 3313andCSE 3442.",8,4,0,0,0,0,0,1,3,0,0,16
2023 - 2024,2024 Spring,GRAD,GRAD,Jason,Losh,,CSE,5342,1,EMBEDDED SYSTEMS II,"Advanced course in design of microcontroller-based systems. Emphasis is on the application of microcontrollers to real-time problems. Topics include the study of the differences in bare metal and embedded Linux implementations, simple Linux character device drivers, bootloader design, watchdog and supervision concepts, and developing applications such as PID controllers. Course includes significant laboratory content and a project with extensive hardware and software requirements. Prerequisite:CSE 3323andCSE 3442, orCSE 5400, or consent of instructor.",6,2,0,0,1,0,0,0,1,0,0,10
2023 - 2024,2024 Spring,GRAD,GRAD,Jason,Losh,,CSE,5352,1,IoT AND NETWORKING,"Study of protocol stacks and layers, implementation of an Ethernet protocol stack, and design of a basic low-latency, small footprint IoT protocol on bare metal embedded devices and embedded Linux systems. Course includes multiple projects with hardware construction and extensive software and integration requirements. Prerequisite:CSE 3442,CSE 5400, or consent of instructor.",6,2,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Spring,GRAD,GRAD,Jason,Losh,,CSE,5400,1,FUNDAMENTALS OF EMBEDDED SYSTEMS,"Review of fundamental topics in embedded system design and programming to prepare students for Computer Engineering courses. Topics include programming in resource-constrained environments, design of embedded controller systems, asynchronous and synchronous serial interfaces, timer-based peripherals, pulse-width modulation, analog to digital (A/D) converters, and typical applications. Course includes significant laboratory content.",3,2,0,1,1,0,0,0,0,0,0,7
2023 - 2024,2024 Spring,UGRD,UGRD,Hui,Lu,,CSE,4372,1,RISC PROCESSOR DESIGN,"Design of a RISC processor, based on RISC V and custom instruction set architectures with implementation on an FPGA target for test and verification. Course includes a project with extensive software requirements. Prerequisite: Admitted into an Engineering Professional Program. C or better inCSE 3442.",4,8,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Spring,GRAD,GRAD,Jacob,Luber,,CSE,5370,1,BIOINFORMATICS,"Basic biology of genome and common laboratory techniques Overview of discrete probability theory, random variables and processes. Issues in genome mapping, sequencing and analysis: sequence alignments and alignment algorithms; genomic databases and information access; structure and features of DNA sequences. Techniques in contemporary biotechnology, including proteomics and gene expression analysis using microarray chips. Prerequisite:CSE 5311or consent of instructor.",6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Spring,GRAD,GRAD,James,Lummus,,DASC,5303,4,DATA SCIENCE PROJECT MANAGEMENT,"Management and control of multifaceted science and engineering projects. Coordination and interactions between client and various service organizations. Project manager selection. Typical problems associated with various phases of project life cycle. Case studies illustrate theories and concepts. Students will be expected to demonstrate an understanding of communication and collaboration, including workflow, reproducibility, codebase management, collaboration tools, oral and written communication, presentation and storytelling, and team management, as well as ethics, such as understanding bias, fairness, credibility and misinformation, security, privacy, and codes of conduct. Prerequisite: DASC Major,DASC 5300,DASC 5301,DASC 5302.",9,20,5,1,0,0,0,0,0,0,0,35
